ID	description
210.7	Society > Subcultures > Geeks_and_Nerds
210.8	Society > Subcultures > Hippie
210.9	Society > Subcultures > Lounge_Culture
210.10	Society > Subcultures > Mod
211.1	Society > Support_Groups > Sexual_Abuse
211.2	Society > Support_Groups > Twelve_Step
211.3	Society > Support_Groups > Codependency
211.4	Society > Support_Groups > Opposing_Views
211.5	Society > Support_Groups > Rape
211.6	Society > Support_Groups > Ritual_Abuse
212.1	Society > Transgendered > Male_to_Female
212.2	Society > Transgendered > Crossdressing
212.3	Society > Transgendered > Arts_and_Entertainment
212.4	Society > Transgendered > Female_to_Male
212.5	Society > Transgendered > Intersexed
212.6	Society > Transgendered > Support_Groups
212.7	Society > Transgendered > Health_and_Wellness
212.8	Society > Transgendered > Internet
212.9	Society > Transgendered > Genderqueer
212.10	Society > Transgendered > Writing_and_Literature
213.1	Society > Work > Labor_Movement
213.2	Society > Work > Workplace_Discrimination
213.3	Society > Work > Labor-Management_Relations
213.4	Society > Work > Telecommuting
213.5	Society > Work > Workplace_Spirituality
213.6	Society > Work > Whistleblowing
213.7	Society > Work > Work_and_Family
213.8	Society > Work > Coworker_Relations
213.9	Society > Work > Self-Employment
213.10	Society > Work > Rethinking_Work
214.1	Sports > Adventure_Racing > Races
214.2	Sports > Adventure_Racing > Teams
214.3	Sports > Adventure_Racing > Clubs
214.4	Sports > Adventure_Racing > Equipment_Suppliers
214.5	Sports > Adventure_Racing > Schools
214.6	Sports > Adventure_Racing > News_and_Media
215.1	Sports > Baseball > College_and_University
215.2	Sports > Baseball > Major_League
215.3	Sports > Baseball > People
215.4	Sports > Baseball > Youth
215.5	Sports > Baseball > Minor_League
215.6	Sports > Baseball > Amateur
215.7	Sports > Baseball > High_School
215.8	Sports > Baseball > Women
215.9	Sports > Baseball > Officiating
215.10	Sports > Baseball > History
216.1	Sports > Basketball > Women
216.2	Sports > Basketball > College_and_University
216.3	Sports > Basketball > Professional
216.4	Sports > Basketball > Training
216.5	Sports > Basketball > Youth_and_High_School
216.6	Sports > Basketball > Recruiting
216.7	Sports > Basketball > Regional
216.8	Sports > Basketball > Fan_Pages
216.9	Sports > Basketball > Coaching
216.10	Sports > Basketball > Chats_and_Forums
217.1	Sports > Bowling > Regional
217.2	Sports > Bowling > Ten-Pin
217.3	Sports > Bowling > Lawn_Bowling
217.4	Sports > Bowling > Five-Pin
217.5	Sports > Bowling > Candlepin_Bowling
217.6	Sports > Bowling > Tournaments
217.7	Sports > Bowling > Skittles
217.8	Sports > Bowling > Duckpin
217.9	Sports > Bowling > Instructors
217.10	Sports > Bowling > News_and_Media
218.1	Sports > Boxing > Boxers
218.2	Sports > Boxing > News_and_Media
218.3	Sports > Boxing > Gyms
218.4	Sports > Boxing > History
218.5	Sports > Boxing > Fan_Pages
218.6	Sports > Boxing > Organizations
218.7	Sports > Boxing > Promotions
218.8	Sports > Boxing > Regional
218.9	Sports > Boxing > Women
218.10	Sports > Boxing > Chats_and_Forums
219.1	Sports > Cheerleading > College_and_University
219.2	Sports > Cheerleading > All-Stars
219.3	Sports > Cheerleading > Professional_Sports
219.4	Sports > Cheerleading > Camp_and_Competition_Companies
219.5	Sports > Cheerleading > High_School
219.6	Sports > Cheerleading > Youth_and_Recreation
219.7	Sports > Cheerleading > Organizations
219.8	Sports > Cheerleading > News_and_Media
220.1	Sports > Cricket > ICC
220.2	Sports > Cricket > News_and_Media
220.3	Sports > Cricket > IWCC
220.4	Sports > Cricket > Indoor
220.5	Sports > Cricket > Chats_and_Forums
220.6	Sports > Cricket > Statistics
220.7	Sports > Cricket > Ratings
220.8	Sports > Cricket > Players
220.9	Sports > Cricket > Vigoro
220.10	Sports > Cricket > Blind
221.1	Sports > Cycling > Organizations
221.2	Sports > Cycling > Travel
221.3	Sports > Cycling > Bike_Shops
221.4	Sports > Cycling > Regional
221.5	Sports > Cycling > Mountain_Biking
221.6	Sports > Cycling > Racing
221.7	Sports > Cycling > BMX
221.8	Sports > Cycling > Human_Powered_Vehicles
221.9	Sports > Cycling > College_and_University
221.10	Sports > Cycling > Personal_Pages
222.1	Sports > Disabled > Wheelchair
222.2	Sports > Disabled > Mentally_Challenged
222.3	Sports > Disabled > Deaf
222.4	Sports > Disabled > Regional
222.5	Sports > Disabled > Events
222.6	Sports > Disabled > Blind
222.7	Sports > Disabled > Camps
222.8	Sports > Disabled > Amputee
222.9	Sports > Disabled > Athletes
222.10	Sports > Disabled > Cerebral_Palsy
223.1	Sports > Equestrian > Breeds
223.2	Sports > Equestrian > Racing
223.3	Sports > Equestrian > Riding_Stables
223.4	Sports > Equestrian > Vacations_and_Touring
223.5	Sports > Equestrian > Associations
223.6	Sports > Equestrian > Western_Performance
223.7	Sports > Equestrian > Dressage
223.8	Sports > Equestrian > Show_Jumping
223.9	Sports > Equestrian > Carriage_Driving
223.10	Sports > Equestrian > Directories
224.1	Sports > Fantasy > Football
224.2	Sports > Fantasy > Auto_Racing
224.3	Sports > Fantasy > Hockey
224.4	Sports > Fantasy > Basketball
224.5	Sports > Fantasy > Simulations
224.6	Sports > Fantasy > Soccer
224.7	Sports > Fantasy > Resources
224.8	Sports > Fantasy > Baseball
224.9	Sports > Fantasy > Cricket
224.10	Sports > Fantasy > Golf
225.1	Sports > Golf > Courses
225.2	Sports > Golf > College_and_University
225.3	Sports > Golf > Instruction
225.4	Sports > Golf > Travel
225.5	Sports > Golf > Tournaments_and_Events
225.6	Sports > Golf > Organizations
225.7	Sports > Golf > News_and_Media
225.8	Sports > Golf > Miniature_Golf
225.9	Sports > Golf > Community_and_Clubs
225.10	Sports > Golf > Golfers
226.1	Sports > Hockey > Ice_Hockey
226.2	Sports > Hockey > Field_Hockey
226.3	Sports > Hockey > Roller_Hockey
226.4	Sports > Hockey > Floorball
226.5	Sports > Hockey > Street_Hockey
226.6	Sports > Hockey > Broomball
226.7	Sports > Hockey > Bandy
226.8	Sports > Hockey > Services
226.9	Sports > Hockey > History
227.1	Sports > Lacrosse > College_and_University
227.2	Sports > Lacrosse > Organizations
227.3	Sports > Lacrosse > Youth_and_High_School
227.4	Sports > Lacrosse > Clubs
227.5	Sports > Lacrosse > National_Lacrosse_League
227.6	Sports > Lacrosse > News_and_Media
227.7	Sports > Lacrosse > Camps
227.8	Sports > Lacrosse > Tournaments
227.9	Sports > Lacrosse > Directories
227.10	Sports > Lacrosse > Major_League_Lacrosse
228.1	Sports > Martial_Arts > Jujutsu
228.2	Sports > Martial_Arts > Karate
228.3	Sports > Martial_Arts > Kung_Fu
228.4	Sports > Martial_Arts > Tae_Kwon_Do
228.5	Sports > Martial_Arts > Schools_and_Instruction
228.6	Sports > Martial_Arts > Kenpo_and_Kempo
228.7	Sports > Martial_Arts > Weaponry
228.8	Sports > Martial_Arts > Kickboxing
228.9	Sports > Martial_Arts > Hapkido
228.10	Sports > Martial_Arts > Ninpo
229.1	Sports > Motorsports > Auto_Racing
229.2	Sports > Motorsports > Motorcycle_Racing
229.3	Sports > Motorsports > Karting
229.4	Sports > Motorsports > Boat_Racing
229.5	Sports > Motorsports > Tractor_and_Truck_Pulling
229.6	Sports > Motorsports > Snowmobile_Racing
229.7	Sports > Motorsports > News_and_Media
229.8	Sports > Motorsports > ATV_Racing
229.9	Sports > Motorsports > Personal_Watercraft_Racing
229.10	Sports > Motorsports > Lawn_Mower_Racing
230.1	Sports > Paintball > Fields
230.2	Sports > Paintball > Teams
230.3	Sports > Paintball > Scenario
230.4	Sports > Paintball > Personal_Pages
230.5	Sports > Paintball > News_and_Media
230.6	Sports > Paintball > Regional
230.7	Sports > Paintball > Owners_Groups
230.8	Sports > Paintball > Chats_and_Forums
230.9	Sports > Paintball > Directories
230.10	Sports > Paintball > Tournaments
231.1	Sports > Resources > News_and_Media
231.2	Sports > Resources > Directories
231.3	Sports > Resources > Chats_and_Forums
231.4	Sports > Resources > History
231.5	Sports > Resources > Tournament_Organization
231.6	Sports > Resources > Statistics
231.7	Sports > Resources > Trivia
232.1	Sports > Rodeo > Events
232.2	Sports > Rodeo > Organizations
232.3	Sports > Rodeo > Clowns_and_Contract_Acts
232.4	Sports > Rodeo > Personal_Pages
232.5	Sports > Rodeo > Rodeo_Queens
232.6	Sports > Rodeo > Bullriding
232.7	Sports > Rodeo > Contractors
232.8	Sports > Rodeo > Arenas
232.9	Sports > Rodeo > Directories
232.10	Sports > Rodeo > News_and_Media
233.1	Sports > Running > Cross_Country
233.2	Sports > Running > Clubs
233.3	Sports > Running > Hashing
233.4	Sports > Running > Road_Running
233.5	Sports > Running > Trail_Running
233.6	Sports > Running > Training
233.7	Sports > Running > Personal_Pages
233.8	Sports > Running > News_and_Media
233.9	Sports > Running > Women
233.10	Sports > Running > Disabled
234.1	Sports > Skateboarding > Personal_Pages
234.2	Sports > Skateboarding > Skate_Parks
234.3	Sports > Skateboarding > Ramps_and_Skate_Park_Equipment
234.4	Sports > Skateboarding > Skaters
234.5	Sports > Skateboarding > Magazines_and_E-zines
234.6	Sports > Skateboarding > Photographers
234.7	Sports > Skateboarding > Longboarding
234.8	Sports > Skateboarding > Regional
234.9	Sports > Skateboarding > Scooters
234.10	Sports > Skateboarding > Fingerboarding
235.1	Sports > Soccer > UEFA
235.2	Sports > Soccer > CONCACAF
235.3	Sports > Soccer > AFC
235.4	Sports > Soccer > Players
235.5	Sports > Soccer > News_and_Media
235.6	Sports > Soccer > CAF
235.7	Sports > Soccer > Competitions
235.8	Sports > Soccer > OFC
235.9	Sports > Soccer > CONMEBOL
235.10	Sports > Soccer > Coaching
236.1	Sports > Tennis > College_and_University
236.2	Sports > Tennis > Players
236.3	Sports > Tennis > Instruction
236.4	Sports > Tennis > Tournaments
236.5	Sports > Tennis > News_and_Media
236.6	Sports > Tennis > Organizations
236.7	Sports > Tennis > Personal_Pages
236.8	Sports > Tennis > Juniors
236.9	Sports > Tennis > Directories
236.10	Sports > Tennis > Social
237.1	Sports > Track_and_Field > College_and_University
237.2	Sports > Track_and_Field > Clubs
237.3	Sports > Track_and_Field > High_School
237.4	Sports > Track_and_Field > Athletes
237.5	Sports > Track_and_Field > Organizations
237.6	Sports > Track_and_Field > Pole_Vault
237.7	Sports > Track_and_Field > News_and_Media
237.8	Sports > Track_and_Field > Directories
237.9	Sports > Track_and_Field > Throws
237.10	Sports > Track_and_Field > Events
238.1	Sports > Volleyball > College_and_University
238.2	Sports > Volleyball > Regional
238.3	Sports > Volleyball > Organizations
238.4	Sports > Volleyball > Outdoors
238.5	Sports > Volleyball > High_School
238.6	Sports > Volleyball > Training
238.7	Sports > Volleyball > Players
238.8	Sports > Volleyball > Tournaments
238.9	Sports > Volleyball > News_and_Media
238.10	Sports > Volleyball > Officiating_and_Rules
239.1	Sports > Water_Sports > Swimming_and_Diving
239.2	Sports > Water_Sports > Canoeing_and_Kayaking
239.3	Sports > Water_Sports > Rowing
239.4	Sports > Water_Sports > Surfing
239.5	Sports > Water_Sports > Water_Skiing_and_Wakeboarding
239.6	Sports > Water_Sports > Water_Polo
239.7	Sports > Water_Sports > Dragon_Boating
239.8	Sports > Water_Sports > Windsurfing
239.9	Sports > Water_Sports > Kitesurfing
239.10	Sports > Water_Sports > Surf_Life_Saving
